,gene_id,database,kegg_id
14398,USA300HOU_RS01995,KEGG_Reaction,R04594
14399,USA300HOU_RS01995,KEGG_Reaction,R11173
14400,USA300HOU_RS02000,KEGG_Reaction,-
14401,USA300HOU_RS02005,KEGG_Reaction,-
14402,USA300HOU_RS02015,KEGG_Reaction,-
14403,USA300HOU_RS02020,KEGG_Reaction,-
14404,USA300HOU_RS02025,KEGG_Reaction,R05706
14405,USA300HOU_RS02030,KEGG_Reaction,-
14406,USA300HOU_RS02040,KEGG_Reaction,-
14407,USA300HOU_RS02045,KEGG_Reaction,-
14408,USA300HOU_RS02050,KEGG_Reaction,-
14409,USA300HOU_RS02055,KEGG_Reaction,R01229
14410,USA300HOU_RS02055,KEGG_Reaction,R02142
14411,USA300HOU_RS02060,KEGG_Reaction,-
14412,USA300HOU_RS02065,KEGG_Reaction,R01130
14413,USA300HOU_RS02065,KEGG_Reaction,R08240
14414,USA300HOU_RS02070,KEGG_Reaction,R01230
14415,USA300HOU_RS02070,KEGG_Reaction,R01231
14416,USA300HOU_RS02070,KEGG_Reaction,R08244
14417,USA300HOU_RS02075,KEGG_Reaction,-
14418,USA300HOU_RS02080,KEGG_Reaction,-
14419,USA300HOU_RS02085,KEGG_Reaction,-
14420,USA300HOU_RS02090,KEGG_Reaction,-
14421,USA300HOU_RS02095,KEGG_Reaction,-
14422,USA300HOU_RS02100,KEGG_Reaction,-
14423,USA300HOU_RS02105,KEGG_Reaction,-
14424,USA300HOU_RS02110,KEGG_Reaction,-
14425,USA300HOU_RS02115,KEGG_Reaction,-
14426,USA300HOU_RS02125,KEGG_Reaction,-
14427,USA300HOU_RS02130,KEGG_Reaction,-
14428,USA300HOU_RS02140,KEGG_Reaction,-
14429,USA300HOU_RS02145,KEGG_Reaction,-
14430,USA300HOU_RS02150,KEGG_Reaction,-
14431,USA300HOU_RS02155,KEGG_Reaction,-
14432,USA300HOU_RS02160,KEGG_Reaction,-
14433,USA300HOU_RS02170,KEGG_Reaction,-
14434,USA300HOU_RS02175,KEGG_Reaction,-
14435,USA300HOU_RS02180,KEGG_Reaction,-
14436,USA300HOU_RS02185,KEGG_Reaction,-
14437,USA300HOU_RS02190,KEGG_Reaction,-
14438,USA300HOU_RS02195,KEGG_Reaction,-
14439,USA300HOU_RS02200,KEGG_Reaction,-
14440,USA300HOU_RS02205,KEGG_Reaction,-
14441,USA300HOU_RS02210,KEGG_Reaction,-
14442,USA300HOU_RS02215,KEGG_Reaction,-
14443,USA300HOU_RS02220,KEGG_Reaction,-
14444,USA300HOU_RS02225,KEGG_Reaction,-
14445,USA300HOU_RS02230,KEGG_Reaction,-
14446,USA300HOU_RS02235,KEGG_Reaction,-
14447,USA300HOU_RS02240,KEGG_Reaction,-
14448,USA300HOU_RS02245,KEGG_Reaction,-
14449,USA300HOU_RS02250,KEGG_Reaction,-
14450,USA300HOU_RS02255,KEGG_Reaction,-
14451,USA300HOU_RS02265,KEGG_Reaction,-
14452,USA300HOU_RS02275,KEGG_Reaction,R11945
14453,USA300HOU_RS02280,KEGG_Reaction,-
14454,USA300HOU_RS02285,KEGG_Reaction,-
14455,USA300HOU_RS15055,KEGG_Reaction,-
14456,USA300HOU_RS02295,KEGG_Reaction,-
14457,USA300HOU_RS02300,KEGG_Reaction,-
14458,USA300HOU_RS02310,KEGG_Reaction,-
14459,USA300HOU_RS02315,KEGG_Reaction,R00897
14460,USA300HOU_RS02315,KEGG_Reaction,R03601
14461,USA300HOU_RS02315,KEGG_Reaction,R04859
14462,USA300HOU_RS02315,KEGG_Reaction,R10305
14463,USA300HOU_RS02320,KEGG_Reaction,R00782
14464,USA300HOU_RS02320,KEGG_Reaction,R01001
14465,USA300HOU_RS02320,KEGG_Reaction,R01283
14466,USA300HOU_RS02320,KEGG_Reaction,R01286
14467,USA300HOU_RS02320,KEGG_Reaction,R02408
14468,USA300HOU_RS02320,KEGG_Reaction,R04941
14469,USA300HOU_RS02325,KEGG_Reaction,-
14470,USA300HOU_RS02330,KEGG_Reaction,-
14471,USA300HOU_RS02335,KEGG_Reaction,-
14472,USA300HOU_RS02340,KEGG_Reaction,-
14473,USA300HOU_RS02345,KEGG_Reaction,-
14474,USA300HOU_RS02350,KEGG_Reaction,-
14475,USA300HOU_RS02355,KEGG_Reaction,-
14476,USA300HOU_RS02360,KEGG_Reaction,-
14477,USA300HOU_RS02365,KEGG_Reaction,-
14478,USA300HOU_RS02370,KEGG_Reaction,-
14479,USA300HOU_RS02375,KEGG_Reaction,R00021
14480,USA300HOU_RS02375,KEGG_Reaction,R00093
14481,USA300HOU_RS02375,KEGG_Reaction,R00114
14482,USA300HOU_RS02375,KEGG_Reaction,R00248
14483,USA300HOU_RS02375,KEGG_Reaction,R10086
14484,USA300HOU_RS02380,KEGG_Reaction,R00093
14485,USA300HOU_RS02380,KEGG_Reaction,R00114
14486,USA300HOU_RS02380,KEGG_Reaction,R00248
14487,USA300HOU_RS02390,KEGG_Reaction,R02780
14488,USA300HOU_RS02395,KEGG_Reaction,R00837
14489,USA300HOU_RS02395,KEGG_Reaction,R06113
14490,USA300HOU_RS02400,KEGG_Reaction,-
14491,USA300HOU_RS02410,KEGG_Reaction,-
14492,USA300HOU_RS02415,KEGG_Reaction,R00375
14493,USA300HOU_RS02415,KEGG_Reaction,R00376
14494,USA300HOU_RS02415,KEGG_Reaction,R00377
14495,USA300HOU_RS02415,KEGG_Reaction,R00378
14496,USA300HOU_RS02420,KEGG_Reaction,-
14497,USA300HOU_RS02425,KEGG_Reaction,-
14498,USA300HOU_RS02450,KEGG_Reaction,-
14499,USA300HOU_RS02455,KEGG_Reaction,R02094
14500,USA300HOU_RS02455,KEGG_Reaction,R02098
14501,USA300HOU_RS02460,KEGG_Reaction,-
14502,USA300HOU_RS02470,KEGG_Reaction,R00375
14503,USA300HOU_RS02470,KEGG_Reaction,R00376
14504,USA300HOU_RS02470,KEGG_Reaction,R00377
14505,USA300HOU_RS02470,KEGG_Reaction,R00378
14506,USA300HOU_RS02475,KEGG_Reaction,-
14507,USA300HOU_RS02480,KEGG_Reaction,-
14508,USA300HOU_RS02485,KEGG_Reaction,-
14509,USA300HOU_RS02490,KEGG_Reaction,-
14510,USA300HOU_RS02495,KEGG_Reaction,-
14511,USA300HOU_RS02505,KEGG_Reaction,R03659
14512,USA300HOU_RS02505,KEGG_Reaction,R04773
14513,USA300HOU_RS02510,KEGG_Reaction,-
14514,USA300HOU_RS02515,KEGG_Reaction,-
14515,USA300HOU_RS02520,KEGG_Reaction,R10716
14516,USA300HOU_RS02525,KEGG_Reaction,-
14517,USA300HOU_RS02530,KEGG_Reaction,R05634
14518,USA300HOU_RS02535,KEGG_Reaction,-
14519,USA300HOU_RS02540,KEGG_Reaction,R11098
14520,USA300HOU_RS02540,KEGG_Reaction,R11099
14521,USA300HOU_RS02545,KEGG_Reaction,-
14522,USA300HOU_RS02555,KEGG_Reaction,R00416
14523,USA300HOU_RS02555,KEGG_Reaction,R05332
14524,USA300HOU_RS02560,KEGG_Reaction,R01049
14525,USA300HOU_RS02570,KEGG_Reaction,-
14526,USA300HOU_RS02575,KEGG_Reaction,-
14527,USA300HOU_RS02580,KEGG_Reaction,-
14528,USA300HOU_RS02585,KEGG_Reaction,-
14529,USA300HOU_RS02590,KEGG_Reaction,R00426
14530,USA300HOU_RS02590,KEGG_Reaction,R00720
14531,USA300HOU_RS02590,KEGG_Reaction,R01855
14532,USA300HOU_RS02590,KEGG_Reaction,R02100
14533,USA300HOU_RS02590,KEGG_Reaction,R02720
14534,USA300HOU_RS02590,KEGG_Reaction,R03531
14535,USA300HOU_RS02595,KEGG_Reaction,-
14536,USA300HOU_RS02600,KEGG_Reaction,-
14537,USA300HOU_RS02605,KEGG_Reaction,-
14538,USA300HOU_RS02610,KEGG_Reaction,R01132
14539,USA300HOU_RS02610,KEGG_Reaction,R01229
14540,USA300HOU_RS02610,KEGG_Reaction,R02142
14541,USA300HOU_RS02610,KEGG_Reaction,R09597
14542,USA300HOU_RS02615,KEGG_Reaction,R00190
14543,USA300HOU_RS02615,KEGG_Reaction,R01132
14544,USA300HOU_RS02615,KEGG_Reaction,R01229
14545,USA300HOU_RS02615,KEGG_Reaction,R02142
14546,USA300HOU_RS02615,KEGG_Reaction,R08237
14547,USA300HOU_RS02615,KEGG_Reaction,R08238
14548,USA300HOU_RS02615,KEGG_Reaction,R08245
14549,USA300HOU_RS02620,KEGG_Reaction,-
14550,USA300HOU_RS02625,KEGG_Reaction,-
14551,USA300HOU_RS02630,KEGG_Reaction,R00897
14552,USA300HOU_RS02630,KEGG_Reaction,R03601
14553,USA300HOU_RS02630,KEGG_Reaction,R04859
14554,USA300HOU_RS02635,KEGG_Reaction,R03066
14555,USA300HOU_RS02635,KEGG_Reaction,R03067
14556,USA300HOU_RS02640,KEGG_Reaction,R03504
14557,USA300HOU_RS02640,KEGG_Reaction,R11037
14558,USA300HOU_RS02640,KEGG_Reaction,R11073
14559,USA300HOU_RS02645,KEGG_Reaction,R03503
14560,USA300HOU_RS02655,KEGG_Reaction,R03658
14561,USA300HOU_RS02725,KEGG_Reaction,-
14562,USA300HOU_RS02730,KEGG_Reaction,R07456
14563,USA300HOU_RS02735,KEGG_Reaction,R07456
14564,USA300HOU_RS02740,KEGG_Reaction,-
14565,USA300HOU_RS02745,KEGG_Reaction,-
14566,USA300HOU_RS02750,KEGG_Reaction,-
14567,USA300HOU_RS02755,KEGG_Reaction,R11090
14568,USA300HOU_RS02760,KEGG_Reaction,-
14569,USA300HOU_RS02770,KEGG_Reaction,-
14570,USA300HOU_RS02775,KEGG_Reaction,-
14571,USA300HOU_RS02780,KEGG_Reaction,R03651
14572,USA300HOU_RS02780,KEGG_Reaction,R05578
14573,USA300HOU_RS02785,KEGG_Reaction,R00586
14574,USA300HOU_RS02790,KEGG_Reaction,R03650
14575,USA300HOU_RS02795,KEGG_Reaction,-
14576,USA300HOU_RS02800,KEGG_Reaction,-
14577,USA300HOU_RS02805,KEGG_Reaction,-
14578,USA300HOU_RS02810,KEGG_Reaction,-
14579,USA300HOU_RS15075,KEGG_Reaction,-
14580,USA300HOU_RS02815,KEGG_Reaction,-
14581,USA300HOU_RS02820,KEGG_Reaction,-
14582,USA300HOU_RS02825,KEGG_Reaction,-
14583,USA300HOU_RS02830,KEGG_Reaction,-
14584,USA300HOU_RS02835,KEGG_Reaction,-
14585,USA300HOU_RS02840,KEGG_Reaction,-
14586,USA300HOU_RS02845,KEGG_Reaction,R07234
14587,USA300HOU_RS02850,KEGG_Reaction,R00435
14588,USA300HOU_RS02850,KEGG_Reaction,R00441
14589,USA300HOU_RS02850,KEGG_Reaction,R00442
14590,USA300HOU_RS02850,KEGG_Reaction,R00443
14591,USA300HOU_RS02855,KEGG_Reaction,R00435
14592,USA300HOU_RS02855,KEGG_Reaction,R00441
14593,USA300HOU_RS02855,KEGG_Reaction,R00442
14594,USA300HOU_RS02855,KEGG_Reaction,R00443
14595,USA300HOU_RS02860,KEGG_Reaction,-
14596,USA300HOU_RS02865,KEGG_Reaction,-
14597,USA300HOU_RS02870,KEGG_Reaction,-
14598,USA300HOU_RS02875,KEGG_Reaction,-
14599,USA300HOU_RS02880,KEGG_Reaction,-
14600,USA300HOU_RS02885,KEGG_Reaction,-
14601,USA300HOU_RS02890,KEGG_Reaction,R00371
14602,USA300HOU_RS02890,KEGG_Reaction,R03210
14603,USA300HOU_RS02890,KEGG_Reaction,R10124
14604,USA300HOU_RS02895,KEGG_Reaction,R09796
14605,USA300HOU_RS02900,KEGG_Reaction,R01526
14606,USA300HOU_RS02900,KEGG_Reaction,R02439
14607,USA300HOU_RS02905,KEGG_Reaction,-
14608,USA300HOU_RS02910,KEGG_Reaction,R01090
14609,USA300HOU_RS02910,KEGG_Reaction,R01214
14610,USA300HOU_RS02910,KEGG_Reaction,R02199
14611,USA300HOU_RS02910,KEGG_Reaction,R10991
14612,USA300HOU_RS02915,KEGG_Reaction,R01334
14613,USA300HOU_RS02920,KEGG_Reaction,R00185
14614,USA300HOU_RS02920,KEGG_Reaction,R01666
14615,USA300HOU_RS02920,KEGG_Reaction,R02089
14616,USA300HOU_RS02925,KEGG_Reaction,R01967
14617,USA300HOU_RS02930,KEGG_Reaction,R10223
14618,USA300HOU_RS02935,KEGG_Reaction,-
14619,USA300HOU_RS02940,KEGG_Reaction,R05705
14620,USA300HOU_RS02940,KEGG_Reaction,R09748
14621,USA300HOU_RS02940,KEGG_Reaction,R09750
14622,USA300HOU_RS02945,KEGG_Reaction,-
14623,USA300HOU_RS02950,KEGG_Reaction,-
14624,USA300HOU_RS02955,KEGG_Reaction,-
14625,USA300HOU_RS02960,KEGG_Reaction,-
14626,USA300HOU_RS02965,KEGG_Reaction,-
14627,USA300HOU_RS02970,KEGG_Reaction,R00428
14628,USA300HOU_RS02970,KEGG_Reaction,R04639
14629,USA300HOU_RS02970,KEGG_Reaction,R05046
14630,USA300HOU_RS02970,KEGG_Reaction,R05048
14631,USA300HOU_RS02975,KEGG_Reaction,-
14632,USA300HOU_RS02980,KEGG_Reaction,-
14633,USA300HOU_RS02985,KEGG_Reaction,R00765
14634,USA300HOU_RS02990,KEGG_Reaction,R05338
14635,USA300HOU_RS02995,KEGG_Reaction,R05339
14636,USA300HOU_RS02995,KEGG_Reaction,R09780
14637,USA300HOU_RS03000,KEGG_Reaction,R01334
14638,USA300HOU_RS03005,KEGG_Reaction,-
14639,USA300HOU_RS03010,KEGG_Reaction,R01280
14640,USA300HOU_RS03015,KEGG_Reaction,R00238
14641,USA300HOU_RS03015,KEGG_Reaction,R01177
14642,USA300HOU_RS03020,KEGG_Reaction,-
14643,USA300HOU_RS03025,KEGG_Reaction,-
14644,USA300HOU_RS03030,KEGG_Reaction,-
14645,USA300HOU_RS03035,KEGG_Reaction,R00174
14646,USA300HOU_RS03035,KEGG_Reaction,R01909
14647,USA300HOU_RS03035,KEGG_Reaction,R02493
14648,USA300HOU_RS03040,KEGG_Reaction,-
14649,USA300HOU_RS03045,KEGG_Reaction,-
14650,USA300HOU_RS03050,KEGG_Reaction,-
14651,USA300HOU_RS03055,KEGG_Reaction,-
14652,USA300HOU_RS03060,KEGG_Reaction,-
14653,USA300HOU_RS03065,KEGG_Reaction,-
14654,USA300HOU_RS03070,KEGG_Reaction,R11522
14655,USA300HOU_RS03075,KEGG_Reaction,R00230
14656,USA300HOU_RS03075,KEGG_Reaction,R00921
14657,USA300HOU_RS03080,KEGG_Reaction,-
14658,USA300HOU_RS03085,KEGG_Reaction,R02245
14659,USA300HOU_RS03090,KEGG_Reaction,R01121
14660,USA300HOU_RS03095,KEGG_Reaction,R03245
14661,USA300HOU_RS03100,KEGG_Reaction,-
14662,USA300HOU_RS03105,KEGG_Reaction,-
14663,USA300HOU_RS03110,KEGG_Reaction,-
14664,USA300HOU_RS03120,KEGG_Reaction,-
14665,USA300HOU_RS03125,KEGG_Reaction,-
14666,USA300HOU_RS03130,KEGG_Reaction,-
14667,USA300HOU_RS03135,KEGG_Reaction,-
14668,USA300HOU_RS03140,KEGG_Reaction,-
14669,USA300HOU_RS03150,KEGG_Reaction,-
14670,USA300HOU_RS03155,KEGG_Reaction,-
14671,USA300HOU_RS15100,KEGG_Reaction,-
14672,USA300HOU_RS03160,KEGG_Reaction,-
14673,USA300HOU_RS03165,KEGG_Reaction,-
14674,USA300HOU_RS03170,KEGG_Reaction,-
14675,USA300HOU_RS03175,KEGG_Reaction,-
14676,USA300HOU_RS03180,KEGG_Reaction,-
14677,USA300HOU_RS03185,KEGG_Reaction,-
14678,USA300HOU_RS03190,KEGG_Reaction,-
14679,USA300HOU_RS03195,KEGG_Reaction,-
14680,USA300HOU_RS03200,KEGG_Reaction,-
14681,USA300HOU_RS03205,KEGG_Reaction,-
14682,USA300HOU_RS03210,KEGG_Reaction,-
14683,USA300HOU_RS03215,KEGG_Reaction,R00623
14684,USA300HOU_RS03215,KEGG_Reaction,R00754
14685,USA300HOU_RS03215,KEGG_Reaction,R02124
14686,USA300HOU_RS03215,KEGG_Reaction,R04805
14687,USA300HOU_RS03215,KEGG_Reaction,R04880
14688,USA300HOU_RS03215,KEGG_Reaction,R05233
14689,USA300HOU_RS03215,KEGG_Reaction,R05234
14690,USA300HOU_RS03215,KEGG_Reaction,R06917
14691,USA300HOU_RS03215,KEGG_Reaction,R06927
14692,USA300HOU_RS03215,KEGG_Reaction,R07105
14693,USA300HOU_RS03215,KEGG_Reaction,R08281
14694,USA300HOU_RS03215,KEGG_Reaction,R08306
14695,USA300HOU_RS03215,KEGG_Reaction,R08310
14696,USA300HOU_RS03225,KEGG_Reaction,-
14697,USA300HOU_RS03230,KEGG_Reaction,R03646
14698,USA300HOU_RS03235,KEGG_Reaction,-
14699,USA300HOU_RS03240,KEGG_Reaction,-
14700,USA300HOU_RS03245,KEGG_Reaction,-
14701,USA300HOU_RS03250,KEGG_Reaction,-
14702,USA300HOU_RS03255,KEGG_Reaction,-
14703,USA300HOU_RS03260,KEGG_Reaction,-
14704,USA300HOU_RS03265,KEGG_Reaction,-
14705,USA300HOU_RS03270,KEGG_Reaction,-
14706,USA300HOU_RS03275,KEGG_Reaction,-
14707,USA300HOU_RS03280,KEGG_Reaction,-
14708,USA300HOU_RS03285,KEGG_Reaction,-
14709,USA300HOU_RS03290,KEGG_Reaction,-
14710,USA300HOU_RS03295,KEGG_Reaction,-
14711,USA300HOU_RS03300,KEGG_Reaction,-
14712,USA300HOU_RS03305,KEGG_Reaction,-
14713,USA300HOU_RS03310,KEGG_Reaction,-
14714,USA300HOU_RS03315,KEGG_Reaction,-
14715,USA300HOU_RS03320,KEGG_Reaction,-
14716,USA300HOU_RS03330,KEGG_Reaction,-
14717,USA300HOU_RS03335,KEGG_Reaction,-
14718,USA300HOU_RS03340,KEGG_Reaction,-
14719,USA300HOU_RS03345,KEGG_Reaction,-
14720,USA300HOU_RS03350,KEGG_Reaction,-
14721,USA300HOU_RS03360,KEGG_Reaction,-
14722,USA300HOU_RS03365,KEGG_Reaction,-
14723,USA300HOU_RS03370,KEGG_Reaction,-
14724,USA300HOU_RS03375,KEGG_Reaction,-
14725,USA300HOU_RS03380,KEGG_Reaction,R11945
14726,USA300HOU_RS03385,KEGG_Reaction,-
14727,USA300HOU_RS03390,KEGG_Reaction,-
14728,USA300HOU_RS03395,KEGG_Reaction,-
14729,USA300HOU_RS03400,KEGG_Reaction,-
14730,USA300HOU_RS03405,KEGG_Reaction,-
14731,USA300HOU_RS03410,KEGG_Reaction,-
14732,USA300HOU_RS03415,KEGG_Reaction,-
14733,USA300HOU_RS03420,KEGG_Reaction,-
14734,USA300HOU_RS03425,KEGG_Reaction,-
14735,USA300HOU_RS03430,KEGG_Reaction,-
14736,USA300HOU_RS03435,KEGG_Reaction,-
14737,USA300HOU_RS03440,KEGG_Reaction,-
14738,USA300HOU_RS03445,KEGG_Reaction,-
14739,USA300HOU_RS03450,KEGG_Reaction,-
14740,USA300HOU_RS03455,KEGG_Reaction,-
14741,USA300HOU_RS03460,KEGG_Reaction,R11558
14742,USA300HOU_RS03465,KEGG_Reaction,-
14743,USA300HOU_RS03470,KEGG_Reaction,R00856
14744,USA300HOU_RS03470,KEGG_Reaction,R01890
14745,USA300HOU_RS03470,KEGG_Reaction,R02590
14746,USA300HOU_RS03475,KEGG_Reaction,-
14747,USA300HOU_RS03480,KEGG_Reaction,-
14748,USA300HOU_RS03485,KEGG_Reaction,-
14749,USA300HOU_RS03495,KEGG_Reaction,-
14750,USA300HOU_RS03500,KEGG_Reaction,-
14751,USA300HOU_RS03505,KEGG_Reaction,-
14752,USA300HOU_RS03510,KEGG_Reaction,-
14753,USA300HOU_RS03515,KEGG_Reaction,R01011
14754,USA300HOU_RS03515,KEGG_Reaction,R01012
14755,USA300HOU_RS03515,KEGG_Reaction,R01059
14756,USA300HOU_RS03520,KEGG_Reaction,R01012
14757,USA300HOU_RS03525,KEGG_Reaction,R01012
14758,USA300HOU_RS03530,KEGG_Reaction,-
14759,USA300HOU_RS03535,KEGG_Reaction,-
14760,USA300HOU_RS03540,KEGG_Reaction,-
14761,USA300HOU_RS03550,KEGG_Reaction,-
14762,USA300HOU_RS03555,KEGG_Reaction,-
14763,USA300HOU_RS03560,KEGG_Reaction,-
14764,USA300HOU_RS03565,KEGG_Reaction,-
14765,USA300HOU_RS03570,KEGG_Reaction,-
14766,USA300HOU_RS03575,KEGG_Reaction,-
14767,USA300HOU_RS03580,KEGG_Reaction,-
14768,USA300HOU_RS03585,KEGG_Reaction,-
14769,USA300HOU_RS03590,KEGG_Reaction,-
14770,USA300HOU_RS03595,KEGG_Reaction,-
14771,USA300HOU_RS03600,KEGG_Reaction,-
14772,USA300HOU_RS03605,KEGG_Reaction,-
14773,USA300HOU_RS03610,KEGG_Reaction,-
14774,USA300HOU_RS03615,KEGG_Reaction,-
14775,USA300HOU_RS03620,KEGG_Reaction,-
14776,USA300HOU_RS03630,KEGG_Reaction,-
14777,USA300HOU_RS03635,KEGG_Reaction,-
14778,USA300HOU_RS03645,KEGG_Reaction,-
14779,USA300HOU_RS03650,KEGG_Reaction,-
14780,USA300HOU_RS03655,KEGG_Reaction,-
14781,USA300HOU_RS03660,KEGG_Reaction,-
14782,USA300HOU_RS03665,KEGG_Reaction,-
14783,USA300HOU_RS03670,KEGG_Reaction,-
14784,USA300HOU_RS03675,KEGG_Reaction,-
14785,USA300HOU_RS03680,KEGG_Reaction,R00182
14786,USA300HOU_RS03680,KEGG_Reaction,R00510
14787,USA300HOU_RS03685,KEGG_Reaction,-
14788,USA300HOU_RS03690,KEGG_Reaction,-
14789,USA300HOU_RS03695,KEGG_Reaction,R05627
14790,USA300HOU_RS03700,KEGG_Reaction,-
14791,USA300HOU_RS03705,KEGG_Reaction,-
14792,USA300HOU_RS03710,KEGG_Reaction,-
14793,USA300HOU_RS03715,KEGG_Reaction,-
14794,USA300HOU_RS03720,KEGG_Reaction,-
14795,USA300HOU_RS03725,KEGG_Reaction,-
14796,USA300HOU_RS03730,KEGG_Reaction,-
14797,USA300HOU_RS03735,KEGG_Reaction,-
14798,USA300HOU_RS03740,KEGG_Reaction,-
14799,USA300HOU_RS03745,KEGG_Reaction,-
14800,USA300HOU_RS03750,KEGG_Reaction,-
14801,USA300HOU_RS03755,KEGG_Reaction,-
14802,USA300HOU_RS03760,KEGG_Reaction,-
14803,USA300HOU_RS03765,KEGG_Reaction,-
14804,USA300HOU_RS03770,KEGG_Reaction,-
14805,USA300HOU_RS03775,KEGG_Reaction,R02071
14806,USA300HOU_RS03780,KEGG_Reaction,R03232
14807,USA300HOU_RS03790,KEGG_Reaction,R02059
14808,USA300HOU_RS03795,KEGG_Reaction,-
14809,USA300HOU_RS03800,KEGG_Reaction,-
14810,USA300HOU_RS03805,KEGG_Reaction,-
14811,USA300HOU_RS03810,KEGG_Reaction,-
14812,USA300HOU_RS03815,KEGG_Reaction,-
14813,USA300HOU_RS03820,KEGG_Reaction,R07177
14814,USA300HOU_RS03825,KEGG_Reaction,-
14815,USA300HOU_RS03830,KEGG_Reaction,-
14816,USA300HOU_RS03835,KEGG_Reaction,R10002
14817,USA300HOU_RS03840,KEGG_Reaction,R04286
14818,USA300HOU_RS03840,KEGG_Reaction,R09959
14819,USA300HOU_RS03845,KEGG_Reaction,R09978
14820,USA300HOU_RS03850,KEGG_Reaction,R00985
14821,USA300HOU_RS03850,KEGG_Reaction,R00986
14822,USA300HOU_RS03850,KEGG_Reaction,R01716
14823,USA300HOU_RS03855,KEGG_Reaction,R01716
14824,USA300HOU_RS03855,KEGG_Reaction,R05553
14825,USA300HOU_RS03860,KEGG_Reaction,R05553
14826,USA300HOU_RS03870,KEGG_Reaction,-
14827,USA300HOU_RS03875,KEGG_Reaction,-
14828,USA300HOU_RS03880,KEGG_Reaction,R05081
14829,USA300HOU_RS03880,KEGG_Reaction,R10849
14830,USA300HOU_RS03890,KEGG_Reaction,-
14831,USA300HOU_RS03895,KEGG_Reaction,-
14832,USA300HOU_RS03900,KEGG_Reaction,-
14833,USA300HOU_RS03905,KEGG_Reaction,-
14834,USA300HOU_RS03910,KEGG_Reaction,R00694
14835,USA300HOU_RS03910,KEGG_Reaction,R00734
14836,USA300HOU_RS03910,KEGG_Reaction,R03243
14837,USA300HOU_RS03915,KEGG_Reaction,-
14838,USA300HOU_RS03920,KEGG_Reaction,-
14839,USA300HOU_RS03930,KEGG_Reaction,-
14840,USA300HOU_RS03935,KEGG_Reaction,-
14841,USA300HOU_RS03940,KEGG_Reaction,-
14842,USA300HOU_RS03945,KEGG_Reaction,-
14843,USA300HOU_RS03950,KEGG_Reaction,R02017
14844,USA300HOU_RS03950,KEGG_Reaction,R02018
14845,USA300HOU_RS03950,KEGG_Reaction,R02019
14846,USA300HOU_RS03950,KEGG_Reaction,R02024
14847,USA300HOU_RS03955,KEGG_Reaction,R02017
14848,USA300HOU_RS03955,KEGG_Reaction,R02018
14849,USA300HOU_RS03955,KEGG_Reaction,R02019
14850,USA300HOU_RS03955,KEGG_Reaction,R02024
14851,USA300HOU_RS03970,KEGG_Reaction,-
14852,USA300HOU_RS03975,KEGG_Reaction,-
14853,USA300HOU_RS03980,KEGG_Reaction,-
14854,USA300HOU_RS03985,KEGG_Reaction,-
14855,USA300HOU_RS03990,KEGG_Reaction,-
14856,USA300HOU_RS03995,KEGG_Reaction,R03191
14857,USA300HOU_RS03995,KEGG_Reaction,R03192
14858,USA300HOU_RS04000,KEGG_Reaction,-
14859,USA300HOU_RS04005,KEGG_Reaction,-
14860,USA300HOU_RS04010,KEGG_Reaction,-
14861,USA300HOU_RS04015,KEGG_Reaction,R08572
14862,USA300HOU_RS04020,KEGG_Reaction,-
14863,USA300HOU_RS04025,KEGG_Reaction,-
14864,USA300HOU_RS04030,KEGG_Reaction,-
14865,USA300HOU_RS04035,KEGG_Reaction,-
14866,USA300HOU_RS04040,KEGG_Reaction,R08856
14867,USA300HOU_RS04045,KEGG_Reaction,-
14868,USA300HOU_RS04050,KEGG_Reaction,-
14869,USA300HOU_RS04055,KEGG_Reaction,-
14870,USA300HOU_RS04060,KEGG_Reaction,-
14871,USA300HOU_RS04065,KEGG_Reaction,-
14872,USA300HOU_RS04070,KEGG_Reaction,-
14873,USA300HOU_RS04090,KEGG_Reaction,-
14874,USA300HOU_RS04095,KEGG_Reaction,-
14875,USA300HOU_RS04100,KEGG_Reaction,-
14876,USA300HOU_RS04105,KEGG_Reaction,-
14877,USA300HOU_RS04110,KEGG_Reaction,-
14878,USA300HOU_RS04115,KEGG_Reaction,-
14879,USA300HOU_RS04120,KEGG_Reaction,-
14880,USA300HOU_RS04125,KEGG_Reaction,-
14881,USA300HOU_RS04130,KEGG_Reaction,-
14882,USA300HOU_RS04135,KEGG_Reaction,R02016
14883,USA300HOU_RS04135,KEGG_Reaction,R03596
14884,USA300HOU_RS04135,KEGG_Reaction,R09372
14885,USA300HOU_RS04145,KEGG_Reaction,-
14886,USA300HOU_RS04150,KEGG_Reaction,-
14887,USA300HOU_RS04155,KEGG_Reaction,-
14888,USA300HOU_RS04165,KEGG_Reaction,-
14889,USA300HOU_RS04170,KEGG_Reaction,-
14890,USA300HOU_RS04175,KEGG_Reaction,-
14891,USA300HOU_RS04180,KEGG_Reaction,-
14892,USA300HOU_RS04185,KEGG_Reaction,R01061
14893,USA300HOU_RS04190,KEGG_Reaction,R01512
14894,USA300HOU_RS04195,KEGG_Reaction,R01015
14895,USA300HOU_RS04200,KEGG_Reaction,R01518
14896,USA300HOU_RS04205,KEGG_Reaction,R00658
14897,USA300HOU_RS04210,KEGG_Reaction,-
14898,USA300HOU_RS04215,KEGG_Reaction,-
14899,USA300HOU_RS04220,KEGG_Reaction,-
14900,USA300HOU_RS04225,KEGG_Reaction,-
