Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX7807178	SRR11186876	2020-08-03 13:31:34	2020-02-26 14:36:26	13432326	1001451695	0	74	152	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186876/SRR11186876.1	MW2XV+pAH0137C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220207	SAMN14213929	simple	1280	Staphylococcus aureus	MW2XV+pAH0137C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	5BBCAABDC40B9D6EE475E26E0BDB11CD	E83C9298DB4D7E84B390C6393FD57871		
SRX7807179	SRR11186875	2020-08-03 13:31:34	2020-02-26 14:36:39	11684548	871167681	0	74	135	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186875/SRR11186875.1	MW2XV+pAH0138C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220208	SAMN14213930	simple	1280	Staphylococcus aureus	MW2XV+pAH0138C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	55838978CEFD2A78AC11722AF5781B60	26767227A6A6971E07ECA1D2521C047D		
SRX7807180	SRR11186874	2020-08-03 13:31:34	2020-02-26 14:36:21	13012747	970414600	0	74	147	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186874/SRR11186874.1	MW2XV+pAH0139C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220209	SAMN14213931	simple	1280	Staphylococcus aureus	MW2XV+pAH0139C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	A8A17B075FD04FC01B921068DD15B47B	939C5C72C4F95BD8336C6129A4F8246C		
SRX7807181	SRR11186873	2020-08-03 13:31:34	2020-02-26 14:36:05	13045103	973002904	0	74	146	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186873/SRR11186873.1	MW2XV+pAH0140C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220210	SAMN14213932	simple	1280	Staphylococcus aureus	MW2XV+pAH0140C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	E4D39A2C054026138C82D7C6851CFB12	AA808B12C7675E2DEE03E92BF099025A		
SRX7807182	SRR11186872	2020-08-03 13:31:34	2020-02-26 14:36:12	11732348	874967460	0	74	133	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186872/SRR11186872.1	MW2XV+pAH0141C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220211	SAMN14213933	simple	1280	Staphylococcus aureus	MW2XV+pAH0141C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	5FAA0E0724EC332013C4CEFDB1B2A9F4	2BB4851BC8397D7F080303ED07648CC9		
SRX7807183	SRR11186871	2020-08-03 13:31:34	2020-02-26 14:35:50	12942521	965160939	0	74	146	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186871/SRR11186871.1	MW2XV+pAH0139A	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220212	SAMN14213889	simple	1280	Staphylococcus aureus	MW2XV+pAH0139A							no					UNIVERSITY OF GLASGOW	SRA1048456		public	C477FC8FB8C3B1D2203CD54A972E557A	F7F7DA009E7CFE4028E250F669384A16		
SRX7807184	SRR11186870	2020-08-03 13:31:34	2020-02-26 14:35:50	11604650	865422524	0	74	132	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11186870/SRR11186870.1	MW2XV+pAH0142C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220213	SAMN14213934	simple	1280	Staphylococcus aureus	MW2XV+pAH0142C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	A3BE74F8960D50EDD54D808466F08821	B2FD63C76237DE9B3AEA925262EB01D8		
SRX7807185	SRR11186869	2020-08-03 13:31:34	2020-02-26 14:35:58	14019616	1045558097	0	74	166	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186869/SRR11186869.1	MW2XV+pAH0143C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220214	SAMN14213935	simple	1280	Staphylococcus aureus	MW2XV+pAH0143C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	F155A593182D6CA6D389C48C18B84BCA	E5FF2F9CD93873033087864D77E27BE5		
SRX7807186	SRR11186868	2020-08-03 13:31:34	2020-02-26 14:35:32	11800702	880100057	0	74	143	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186868/SRR11186868.1	MW2XV+pAH0144C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220215	SAMN14213936	simple	1280	Staphylococcus aureus	MW2XV+pAH0144C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	431D492659607D066EA9338C91670DA1	3601740EC20707A1C5155F9E06EACAFB		
SRX7807187	SRR11186867	2020-08-03 13:31:34	2020-02-26 14:35:42	14950614	1114890677	0	74	177	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186867/SRR11186867.1	MW2XV+pAH0145C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220216	SAMN14213937	simple	1280	Staphylococcus aureus	MW2XV+pAH0145C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	0F0D3451F1FCFA9B5E67698B6D7E19B8	CB0E7E6DEACBF8305BB05BD1098108BC		
SRX7807188	SRR11186866	2020-08-03 13:31:34	2020-02-26 14:35:03	14165975	1056544846	0	74	168	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186866/SRR11186866.1	MW2XV+pAH0146C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220217	SAMN14213938	simple	1280	Staphylococcus aureus	MW2XV+pAH0146C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	49BAB66746C9FDD723B0736E988D79D1	072AF73E722C86DB3AE75676CE9617A7		
SRX7807189	SRR11186865	2020-08-03 13:31:34	2020-02-26 14:35:13	14629774	1090843501	0	74	172	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186865/SRR11186865.1	MW2XV+pAH0147C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220218	SAMN14213939	simple	1280	Staphylococcus aureus	MW2XV+pAH0147C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	81209E4CA671AD5D8200441BDA982392	AAC9E44924C7A509F35A566A33E1B2AC		
SRX7807190	SRR11186864	2020-08-03 13:31:34	2020-02-26 14:34:57	14040876	1047038664	0	74	164	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186864/SRR11186864.1	MW2XV+pAH0148C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220219	SAMN14213940	simple	1280	Staphylococcus aureus	MW2XV+pAH0148C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	B0A0E5DD59C53A263BA7594F60A94279	0621F3157CD9E2C92F4A65707BA9709B		
SRX7807191	SRR11186863	2020-08-03 13:31:34	2020-02-26 14:34:34	15184450	1132508379	0	74	180	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186863/SRR11186863.1	MW2XV+pAH0149C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220220	SAMN14213941	simple	1280	Staphylococcus aureus	MW2XV+pAH0149C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	297EA200F24C84639004BF83C910BDD4	31AF319C385B7C33B1C037F3228F6292		
SRX7807192	SRR11186862	2020-08-03 13:31:34	2020-02-26 14:34:02	13282904	990559981	0	74	157	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186862/SRR11186862.1	MW2XV+pAH0150C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220221	SAMN14213942	simple	1280	Staphylococcus aureus	MW2XV+pAH0150C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	541DE15F6396B18A72DD966D4F4C3B4B	A4EC6C2D84F1DF23437D7E42121C8ABD		
SRX7807193	SRR11186861	2020-08-03 13:31:34	2020-02-26 14:34:41	15526700	1173685981	0	75	214	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186861/SRR11186861.1	MW2XV+pAN51C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220222	SAMN14213943	simple	1280	Staphylococcus aureus	MW2XV+pAN51C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	4EF70B8E265ECB66C56C0B6EB9AE97CE	CD39740FBDC0B4DBC32EEDFA35D38257		
SRX7807194	SRR11186860	2020-08-03 13:31:34	2020-02-26 14:34:21	13569924	1011944010	0	74	155	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11186860/SRR11186860.1	MW2XV+pAH0140A	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220223	SAMN14213890	simple	1280	Staphylococcus aureus	MW2XV+pAH0140A							no					UNIVERSITY OF GLASGOW	SRA1048456		public	AF99E7F22A9070C60FEB67A4DB010B84	FA0E444421B1CDC5437CEDD2B64E4EA8		
SRX7807195	SRR11186859	2020-08-03 13:31:34	2020-02-26 14:34:23	16729140	1264372818	0	75	229	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186859/SRR11186859.1	MW2XV+pAN51_TCS6C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220224	SAMN14213944	simple	1280	Staphylococcus aureus	MW2XV+pAN51_TCS6C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	FECD947E4A9C3108D16D8C47EEA77CF9	26BE7CB6563CA0373B2232F5B25F1F19		
SRX7807196	SRR11186858	2020-08-03 13:31:34	2020-02-26 14:33:48	16313900	1233739624	0	75	221	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186858/SRR11186858.1	MW2XV+pAN51_TCS16C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220225	SAMN14213945	simple	1280	Staphylococcus aureus	MW2XV+pAN51_TCS16C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	A0C7095A9DB7AF4E4409373DF09E39A0	2039A939D03A13F283690E4915F0EB35		
SRX7807197	SRR11186857	2020-08-03 13:31:34	2020-02-26 14:34:07	14141723	1069157305	0	75	196	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11186857/SRR11186857.1	MW2XV+pAN51_TCS17C	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220226	SAMN14213946	simple	1280	Staphylococcus aureus	MW2XV+pAN51_TCS17C							no					UNIVERSITY OF GLASGOW	SRA1048456		public	D8E178EE40ED3FE9034588C21EE2118E	DCB644935605D0E3C527EE10940F1FA8		
SRX7807198	SRR11186856	2020-08-03 13:31:34	2020-02-26 14:33:34	13579734	1012631043	0	74	153	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11186856/SRR11186856.1	MW2XV+pAH0141A	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220227	SAMN14213891	simple	1280	Staphylococcus aureus	MW2XV+pAH0141A							no					UNIVERSITY OF GLASGOW	SRA1048456		public	F6E3D649F1E2F5F82F02BF72CDDD4327	A2084059154326E011B9B042DBDF052E		
SRX7807199	SRR11186855	2020-08-03 13:31:34	2020-02-26 14:33:19	14653209	1092859242	0	74	163	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11186855/SRR11186855.1	MW2XV+pAH0142A	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220228	SAMN14213892	simple	1280	Staphylococcus aureus	MW2XV+pAH0142A							no					UNIVERSITY OF GLASGOW	SRA1048456		public	089BC63F142A97BF67038B2CCB0C90D1	1484B766411CFB3AF16380FEADA982C5		
SRX7807200	SRR11186854	2020-08-03 13:31:34	2020-02-26 14:32:50	11967524	892459718	0	74	134	NC_003923.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11186854/SRR11186854.1	MW2XV+pAH0143A	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP250844	PRJNA608927		608927	SRS6220229	SAMN14213893	simple	1280	Staphylococcus aureus	MW2XV+pAH0143A							no					UNIVERSITY OF GLASGOW	SRA1048456		public	55222FFC045E15EF2FA6B849EADA01B8	F9CDDF87110E2941DE7DE2E0191DA481		
SRX791607	SRR1686734	2014-12-03 17:15:11	2014-12-01 16:41:37	14998385	1283067431	0	85	977		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1686734/SRR1686734.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP050388	PRJNA268968	2	268968	SRS775517	SAMN03247181	simple	1280	Staphylococcus aureus	GSM1556669							no					GEO	SRA206214		public	24E4D52737C76C14049102BEBE9EDEF0	C647513F4165DFF4A6AEBC42C7F1B4C9		
SRX791608	SRR1686735	2014-12-03 17:15:11	2014-12-01 16:44:03	19562471	1591016522	0	81	1204		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1686735/SRR1686735.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP050388	PRJNA268968	2	268968	SRS775519	SAMN03247184	simple	1280	Staphylococcus aureus	GSM1556670							no					GEO	SRA206214		public	36774D6F0E24BA68FB2FAF115B9C7B76	3EBA886C5CE12D93B74EAD894EAA391F		
SRX791609	SRR1686736	2014-12-03 17:15:11	2014-12-01 16:45:23	30224626	2232546427	0	73	1692		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1686736/SRR1686736.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP050388	PRJNA268968	2	268968	SRS775518	SAMN03247182	simple	1280	Staphylococcus aureus	GSM1556671							no					GEO	SRA206214		public	AAB100E7520DCE9088A193E6A0537DC0	6F12443E71CE88FA8A0B206FE33F0802		
SRX7945564	SRR11342592	2020-03-19 17:01:37	2020-03-18 14:06:28	36476818	11015999036	36476818	302	3343		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11342592/SRR11342592.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332389	SAMN14396776	simple	1280	Staphylococcus aureus	GSM4419416							no					GEO	SRA1056223		public	AE9D17BBAB4B7E6B7AFB4B768D8DE765	DF1735D6C22D54DA0BC0061051C925EE		
SRX7945565	SRR11342593	2020-03-19 17:01:37	2020-03-18 15:31:20	36102977	10903099054	36102977	302	3278		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11342593/SRR11342593.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332390	SAMN14396775	simple	1280	Staphylococcus aureus	GSM4419417							no					GEO	SRA1056223		public	B1BDF130EC721DAA29A4E30CCE3761B8	FCC126BDED111B013400366EE471A6E4		
SRX7945566	SRR11342594	2020-03-19 17:01:37	2020-03-18 15:39:46	35421263	10697221426	35421263	302	3240		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11342594/SRR11342594.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332391	SAMN14396774	simple	1280	Staphylococcus aureus	GSM4419419							no					GEO	SRA1056223		public	495FC4238D76BFB13DB0A38DD60740FC	424F06959016B0356B4A5A037E3878B4		
SRX7945567	SRR11342595	2020-03-19 17:01:37	2020-03-18 15:38:36	18491339	5584384378	18491339	302	1691		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11342595/SRR11342595.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332392	SAMN14396773	simple	1280	Staphylococcus aureus	GSM4419420							no					GEO	SRA1056223		public	19684DF41FF6A25FCFA134CBE71B8AD0	208B0CF9C95ED79C10A8675DDB57EFB5		
SRX7945568	SRR11342596	2020-03-19 17:01:37	2020-03-18 13:18:32	21358947	6450401994	21358947	302	1943		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11342596/SRR11342596.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332393	SAMN14396803	simple	1280	Staphylococcus aureus	GSM4419422							no					GEO	SRA1056223		public	367C17811BB0DEDDCED65ADEE035A710	E636CF2B8DB3BA3EB25B92843FAF7CD2		
SRX7945569	SRR11342597	2020-03-19 17:01:37	2020-03-18 15:26:14	24924208	7527110816	24924208	302	2260		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11342597/SRR11342597.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332394	SAMN14396802	simple	1280	Staphylococcus aureus	GSM4419423							no					GEO	SRA1056223		public	C3C7B845D683F830E0CD53FA8A656FFB	A80CEFF00C9B72A5A2BDFA8AE6F69967		
SRX7945570	SRR11342598	2020-03-19 17:01:37	2020-03-18 15:28:36	20621183	6227597266	20621183	302	1883		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11342598/SRR11342598.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332395	SAMN14396801	simple	1280	Staphylococcus aureus	GSM4419424							no					GEO	SRA1056223		public	7CF9789A86F09A69D87AE117680FD6AB	D0BB9DD0B788C7C7F2738F4C28A50BDC		
SRX7945571	SRR11342599	2020-03-19 17:01:37	2020-03-18 13:20:12	26022066	7858663932	26022066	302	2359		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11342599/SRR11342599.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332396	SAMN14396800	simple	1280	Staphylococcus aureus	GSM4419425							no					GEO	SRA1056223		public	9AA84276BAF0D8478B601276FF67788E	F82B87A0886A620EBA826470C8101E15		
SRX7945572	SRR11342600	2020-03-19 17:01:37	2020-03-18 14:57:09	19029183	5746813266	19029183	302	1736		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11342600/SRR11342600.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP253179	PRJNA613209	3	613209	SRS6332397	SAMN14396799	simple	1280	Staphylococcus aureus	GSM4419426							no					GEO	SRA1056223		public	D480E86DF18FC7408A5D151D77DD552D	AEE1F46EA9CA8E76BDF7558C7AB90C79		
SRX803161	SRR1700874	2015-03-05 17:35:13	2014-12-09 20:43:18	12334373	2491543346	12334373	202	1417		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700874/SRR1700874.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785264	SAMN03257081	simple	426430	Staphylococcus aureus subsp. aureus str. Newman	GSM1563057							no					GEO	SRA212998		public	EC43D44259AB7E0080FD01E5E9962C6C	75FAB3C2BC7F740FEADED87F2E37335A		
SRX803162	SRR1700875	2015-03-05 17:35:13	2014-12-09 20:43:09	14799189	2989436178	14799189	202	1713		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700875/SRR1700875.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785265	SAMN03257084	simple	426430	Staphylococcus aureus subsp. aureus str. Newman	GSM1563058							no					GEO	SRA212998		public	338E95C6CB48D8B222471D850FFA4D11	ADBDC91169DBA2E63DB3DAC85B0FF6AD		
SRX803163	SRR1700876	2015-03-05 17:35:13	2014-12-09 20:43:09	13991984	2826380768	13991984	202	1593		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700876/SRR1700876.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785266	SAMN03257083	simple	426430	Staphylococcus aureus subsp. aureus str. Newman	GSM1563059							no					GEO	SRA212998		public	DA267C4F2404EBB7942EB9DF3BF7A7EB	01EBB055E4910D17F829E0D6942ADE3C		
SRX803164	SRR1700877	2015-03-05 17:35:13	2014-12-09 20:41:28	7574707	1530090814	7574707	202	871		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700877/SRR1700877.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785267	SAMN03257086	simple	1280	Staphylococcus aureus	GSM1563060							no					GEO	SRA212998		public	09387C84256BD58B956529059CBAAA4E	6F4AEB2E252722490227C80F62C8C00E		
SRX803165	SRR1700878	2015-03-05 17:35:13	2014-12-09 20:41:48	7712372	1557899144	7712372	202	896		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700878/SRR1700878.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785268	SAMN03257082	simple	1280	Staphylococcus aureus	GSM1563061							no					GEO	SRA212998		public	5A17DD88A619A283919856BED5EEC9C5	E5C01428491620790D45B2FFC76C4C49		
SRX803166	SRR1700879	2015-03-05 17:35:13	2014-12-09 20:42:10	9580795	1935320590	9580795	202	1098		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1700879/SRR1700879.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP051001	PRJNA269779	2	269779	SRS785269	SAMN03257085	simple	1280	Staphylococcus aureus	GSM1563062							no					GEO	SRA212998		public	43F5D9D3FAA10CB279A4C46D7C013D81	8AE4D9F7223FD742342BB2BB1DAAAC73		
SRX8049151	SRR11472920	2021-02-12 18:06:45	2020-04-04 16:55:25	13438832	1007912400	0	75	342		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11472920/SRR11472920.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP255083	PRJNA622829	3	622829	SRS6420392	SAMN14530254	simple	1280	Staphylococcus aureus	GSM4452417							no					GEO	SRA1061999		public	8FD40F8C39A5FD6C21D0767B24626DF2	ED755C4FA43B034790B87B7CBC17CB23		
SRX8049152	SRR11472921	2021-02-12 18:06:45	2020-04-04 16:19:04	11104896	832867200	0	75	278		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11472921/SRR11472921.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP255083	PRJNA622829	3	622829	SRS6420393	SAMN14530253	simple	1280	Staphylococcus aureus	GSM4452418							no					GEO	SRA1061999		public	C0E677C790772E3A5832FB6DA91348B7	F1F7431DB02D5CC98C8EE4D45C16BF9C		
SRX8049153	SRR11472922	2021-02-12 18:06:45	2020-04-04 16:26:19	13720242	1029018150	0	75	352		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11472922/SRR11472922.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP255083	PRJNA622829	3	622829	SRS6420394	SAMN14530252	simple	1280	Staphylococcus aureus	GSM4452419							no					GEO	SRA1061999		public	2B243F7FE8DE2573839D001525A872E1	E6DC5C064547CC2A9AA1484A151B7A4D		
