	BioProject	BioSample	Body_Site	Replicate	Title	Media	Condition	Growth Phase	Isolate	Growth Rate	OD-600	Genetic Changes; Name	NOTES	Reference	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Unnamed: 23	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	reference_condition	CenterName	ReferenceGenome	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX7125370	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429319	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX7125371	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429318	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX7125372	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429317	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX7125373	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429316	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX7125374	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429315	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX7125375	PRJNA588277	SAMN13240579							LAC				LAC		0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300		NextSeq 500	ILLUMINA		588277.0	1/31/2020 0:00	SRR10429314	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							
SRX8049163	PRJNA622829	SAMN14530238				DMEM	Control	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472932	SRP255083	SRS6420404	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491072.0	14530238.0	GSE148024	GSM4452429	33574060.0
SRX8049164	PRJNA622829	SAMN14530237				DMEM	Control	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472933	SRP255083	SRS6420405	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491073.0	14530237.0	GSE148024	GSM4452430	33574060.0
SRX8049165	PRJNA622829	SAMN14530236				DMEM	Control	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472934	SRP255083	SRS6420406	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491074.0	14530236.0	GSE148024	GSM4452431	33574060.0
SRX8049166	PRJNA622829	SAMN14530235				DMEM	pH 5.5	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472935	SRP255083	SRS6420407	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491075.0	14530235.0	GSE148024	GSM4452432	33574060.0
SRX8049167	PRJNA622829	SAMN14530234				DMEM	pH 5.5	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472936	SRP255083	SRS6420408	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491076.0	14530234.0	GSE148024	GSM4452433	33574060.0
SRX8049168	PRJNA622829	SAMN14530233				DMEM	pH 5.5	Exponential	USA300_JE2			CI			0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq			NextSeq 500	ILLUMINA	Cowan-CI	622829.0	2/12/2021 18:06	SRR11472937	SRP255083	SRS6420409	Staphylococcus aureus	SRA1061999	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO			10491077.0	14530233.0	GSE148024	GSM4452434	33574060.0
SRX8164260	PRJNA627678	SAMN14679977		1.0	Vancomycin ALE	CA-MHB	Control	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597430	SRP258115	SRS6525508	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164261	PRJNA627678	SAMN14679976		2.0	Vancomycin ALE	CA-MHB	Control	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597431	SRP258115	SRS6525509	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164262	PRJNA627678	SAMN14679975		1.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597432	SRP258115	SRS6525510	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164263	PRJNA627678	SAMN14679974		2.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597433	SRP258115	SRS6525511	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164264	PRJNA627678	SAMN14679973		1.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			STM3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597434	SRP258115	SRS6525512	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164265	PRJNA627678	SAMN14679972		2.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			STM3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597435	SRP258115	SRS6525513	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164266	PRJNA627678	SAMN14679971		1.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A9	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597436	SRP258115	SRS6525514	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164267	PRJNA627678	SAMN14679970		2.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A9	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597437	SRP258115	SRS6525515	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164268	PRJNA627678	SAMN14680007		1.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A10	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597438	SRP258115	SRS6525516	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164269	PRJNA627678	SAMN14680006		2.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A10	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597439	SRP258115	SRS6525518	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164270	PRJNA627678	SAMN14680005		1.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A12	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597440	SRP258115	SRS6525517	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164271	PRJNA627678	SAMN14680004		2.0	Vancomycin ALE	CA-MHB	None	Exponential	TCH1516			SVAM-A12	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597441	SRP258115	SRS6527176	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164272	PRJNA627678	SAMN14680003		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597442	SRP258115	SRS6525520	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164273	PRJNA627678	SAMN14680002		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597443	SRP258115	SRS6525519	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164274	PRJNA627678	SAMN14680001		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597444	SRP258115	SRS6525521	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164275	PRJNA627678	SAMN14680000		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597445	SRP258115	SRS6525524	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164276	PRJNA627678	SAMN14679999		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			STM3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597446	SRP258115	SRS6525522	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164277	PRJNA627678	SAMN14679998		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			STM3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597447	SRP258115	SRS6525523	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164278	PRJNA627678	SAMN14679997		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A9	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597448	SRP258115	SRS6525528	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164279	PRJNA627678	SAMN14679996		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A9	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597449	SRP258115	SRS6525525	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164280	PRJNA627678	SAMN14679995		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A10	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597450	SRP258115	SRS6525526	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164281	PRJNA627678	SAMN14679994		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A10	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597451	SRP258115	SRS6525533	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164282	PRJNA627678	SAMN14679993		1.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A12	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597452	SRP258115	SRS6525527	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164283	PRJNA627678	SAMN14680051		2.0	Vancomycin ALE	CA-MHB	Vancomycin	Exponential	TCH1516			SVAM-A12	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597453	SRP258115	SRS6525529	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164284	PRJNA627678	SAMN14680050		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597454	SRP258115	SRS6525531	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164285	PRJNA627678	SAMN14680049		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597455	SRP258115	SRS6525530	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164286	PRJNA627678	SAMN14680048		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A2	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597456	SRP258115	SRS6525532	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164287	PRJNA627678	SAMN14680047		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A2	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597457	SRP258115	SRS6525534	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164288	PRJNA627678	SAMN14680046		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597458	SRP258115	SRS6525535	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164289	PRJNA627678	SAMN14680045		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597459	SRP258115	SRS6527177	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164290	PRJNA627678	SAMN14680044		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			STR1	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597460	SRP258115	SRS6527178	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164291	PRJNA627678	SAMN14680043		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			STR1	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597461	SRP258115	SRS6527179	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164292	PRJNA627678	SAMN14680042		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A4	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597462	SRP258115	SRS6527180	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164293	PRJNA627678	SAMN14680041		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A4	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597415	SRP258115	SRS6525493	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164294	PRJNA627678	SAMN14680040		1.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A5	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597416	SRP258115	SRS6525495	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164295	PRJNA627678	SAMN14680039		2.0	Vancomycin ALE	RPMI+10%LB	None	Exponential	TCH1516			SVAR-A5	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597417	SRP258115	SRS6525494	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164296	PRJNA627678	SAMN14680038		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597418	SRP258115	SRS6525496	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164297	PRJNA627678	SAMN14680037		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			WT	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597419	SRP258115	SRS6525497	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164298	PRJNA627678	SAMN14680036		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A2	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597420	SRP258115	SRS6525498	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164299	PRJNA627678	SAMN14680035		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A2	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597421	SRP258115	SRS6525499	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164300	PRJNA627678	SAMN14680034		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597422	SRP258115	SRS6525500	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164301	PRJNA627678	SAMN14680033		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A3	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597423	SRP258115	SRS6525501	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164302	PRJNA627678	SAMN14680032		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			STR1	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597424	SRP258115	SRS6525502	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164303	PRJNA627678	SAMN14680031		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			STR1	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597425	SRP258115	SRS6525503	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164304	PRJNA627678	SAMN14680072		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A4	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597426	SRP258115	SRS6525504	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164305	PRJNA627678	SAMN14680071		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A4	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597427	SRP258115	SRS6525505	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164306	PRJNA627678	SAMN14680070		1.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A5	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597428	SRP258115	SRS6525506	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8164307	PRJNA627678	SAMN14680069		2.0	Vancomycin ALE	RPMI+10%LB	Vancomycin	Exponential	TCH1516			SVAR-A5	Vanc ALE	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678.0	4/24/2020 17:03	SRR11597429	SRP258115	SRS6525507	Staphylococcus aureus	SRA1068282	1280.0										True	True		True												
SRX8387559	PRJNA634715	SAMN15005119							LAC			WT	PNAS StaphICA data		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		634715.0	2020-05-24 05:37:14	SRR11837180	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280.0			1208.0							True	True		True					UNIVERSITY OF CALIFORNIA- SAN DIEGO							
